  Year     Age    lx        dx        qx        Lx        Tx       ex
  1911     58    72476      700    0.00966    72126    1746765    24.10
  1911     59    71776      747    0.01040    71403    1674640    23.33
  1911     60    71029      785    0.01105    70637    1603237    22.57
  1911     61    70245      829    0.01180    69830    1532600    21.82
  1911     62    69416      876    0.01262    68977    1462770    21.07
  1911     63    68539      909    0.01327    68085    1393792    20.34
  1911     64    67630      924    0.01366    67168    1325708    19.60
  1911     65    66706      975    0.01462    66219    1258540    18.87
  1911     66    65731     1030    0.01567    65216    1192321    18.14
  1911     67    64701     1093    0.01689    64155    1127105    17.42
  1911     68    63608     1143    0.01797    63037    1062950    16.71
  1911     69    62465     1260    0.02017    61835     999914    16.01
  1911     70    61205     1316    0.02150    60547     938079    15.33
  1911     71    59889     1389    0.02319    59195     877532    14.65
  1911     72    58500     1510    0.02581    57745     818337    13.99
  1911     73    56990     1595    0.02800    56192     760592    13.35
  1911     74    55394     1695    0.03059    54547     704400    12.72
  1911     75    53700     1790    0.03334    52805     649853    12.10
  1911     76    51910     1888    0.03637    50966     597048    11.50
  1911     77    50022     1985    0.03969    49029     546082    10.92
  1911     78    48037     2058    0.04285    47007     497053    10.35
  1911     79    45978     2119    0.04608    44919     450045     9.79
  1911     80    43859     2190    0.04994    42764     405127     9.24
  1911     81    41669     2279    0.05470    40530     362362     8.70
  1911     82    39390     2452    0.06225    38164     321833     8.17
  1911     83    36938     2533    0.06857    35671     283669     7.68
  1911     84    34405     2624    0.07627    33093     247998     7.21
  1911     85    31781     2648    0.08331    30457     214905     6.76
  1911     86    29133     2651    0.09098    27808     184448     6.33
  1911     87    26483     2653    0.10020    25156     156640     5.91
  1911     88    23829     2632    0.11046    22513     131484     5.52
  1911     89    21197     2583    0.12187    19905     108971     5.14
  1911     90    18614     2504    0.13450    17362      89066     4.78
  1911     91    16110     2391    0.14842    14915      71704     4.45
  1911     92    13719     2245    0.16366    12597      56789     4.14
  1911     93    11474     2068    0.18027    10440      44192     3.85
  1911     94     9405     1864    0.19824     8473      33753     3.59
  1911     95     7541     1634    0.21662     6724      25280     3.35
  1911     96     5907     1389    0.23508     5213      18555     3.14
  1911     97     4519     1144    0.25317     3947      13342     2.95
  1911     98     3375      913    0.27041     2918       9396     2.78
  1911     99     2462      705    0.28630     2110       6477     2.63
  1911    100     1757      532    0.30280     1491       4368     2.49
  1911    101     1225      392    0.31992     1029       2876     2.35
  1911    102      833      281    0.33772      693       1847     2.22
  1911    103      552      197    0.35625      454       1155     2.09
  1911    104      355      133    0.37561      289        701     1.97
  1911    105      222       88    0.39591      178        413     1.86
  1911    106      134       56    0.41720      106        235     1.75
  1911    107       78       34    0.43959       61        129     1.65
  1911    108       44       20    0.46316       34         68     1.55
  1911    109       23       11    0.48797       18         34     1.45
  1911    110       12        6    0.51410        9         16     1.36
  1911    111        6        3    0.54161        4          7     1.28
  1911    112        3        2    0.57063        2          3     1.19
  1911    113        1        1    0.60118        1          1     1.11
  1911    114        0        0    0.63339        0          0     1.04
  1911    115        0        0    0.66735        0          0     0.97
  1911    116        0        0    0.70315        0          0     0.90
  1911    117        0        0    0.73478        0          0     0.84
  1911    118        0        0    0.76750        0          0     0.79
  1911    119        0        0    0.80168        0          0     0.73
  1912      0   100000     8286    0.08286    94101    6541135    65.41
  1912      1    91714     1992    0.02172    90718    6447034    70.30
  1912      2    89722      828    0.00923    89308    6356316    70.84
  1912      3    88894      538    0.00605    88625    6267008    70.50
  1912      4    88356      504    0.00570    88104    6178383    69.93
  1912      5    87852      366    0.00417    87669    6090279    69.32
  1912      6    87486      436    0.00499    87268    6002610    68.61
  1912      7    87050      231    0.00265    86934    5915342    67.95
  1912      8    86819      185    0.00214    86726    5828407    67.13
  1912      9    86634      168    0.00194    86550    5741681    66.28
  1912     10    86465      130    0.00150    86401    5655132    65.40
  1912     11    86336      128    0.00148    86272    5568731    64.50
  1912     12    86208      132    0.00153    86142    5482459    63.60
  1912     13    86076      152    0.00177    86000    5396318    62.69
  1912     14    85924      169    0.00197    85839    5310318    61.80
  1912     15    85754      187    0.00218    85661    5224479    60.92
  1912     16    85568      225    0.00263    85455    5138818    60.06
  1912     17    85343      244    0.00286    85221    5053363    59.21
  1912     18    85098      251    0.00295    84973    4968142    58.38
  1912     19    84847      252    0.00297    84721    4883169    57.55
  1912     20    84596      248    0.00294    84471    4798447    56.72
  1912     21    84347      248    0.00294    84223    4713976    55.89
  1912     22    84099      257    0.00306    83971    4629753    55.05
  1912     23    83842      261    0.00311    83712    4545782    54.22
  1912     24    83581      275    0.00329    83444    4462071    53.39
  1912     25    83306      261    0.00314    83175    4378627    52.56
  1912     26    83044      236    0.00284    82927    4295452    51.72
  1912     27    82809      223    0.00269    82697    4212525    50.87
  1912     28    82586      210    0.00254    82481    4129828    50.01
  1912     29    82376      204    0.00248    82274    4047347    49.13
  1912     30    82171      197    0.00240    82073    3965074    48.25
  1912     31    81974      206    0.00252    81871    3883001    47.37
  1912     32    81768      208    0.00255    81664    3801130    46.49
  1912     33    81560      208    0.00255    81456    3719466    45.60
  1912     34    81352      199    0.00245    81252    3638010    44.72
  1912     35    81152      198    0.00244    81054    3556758    43.83
